smiles,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15
[H]OC([H])(C#N)C([H])(C#N)O[H],0.27304893,0.30663428,0.00057322,1.632e-05,0.25873086,0.2673565,0.00022664,0.00464114,0.25873086,0.2673565,0.00022664,0.00464114,0.26326482,0.26965185,0.0004,0.0006
[H]OC([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C12C([H])([H])[H],0.25891787,0.27222752,0.01360712,0.00270892,0.27025651,0.2810907,0.00721994,0.00259891,0.27025651,0.2810907,0.00721994,0.00259891,0.26073646,0.27299971,0.0096,0.0029
[H]N=c1c([H])c([H])c(C([H])([H])[H])nn1[H],0.14489763,0.17344784,0.03655568,0.00038743,0.13987337,0.16409487,0.03303776,8.886e-05,0.13987337,0.16409487,0.03303776,8.886e-05,0.14557143,0.18162619,0.0429,0.0006
[H]C([H])([H])C([H])([H])C1(C2([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],0.28032144,0.28865148,0.00159689,0.00353926,0.28166872,0.29156668,9.535e-05,0.00468292,0.28166872,0.29156668,9.535e-05,0.00468292,0.27714504,0.28766637,0.0006,0.0032
[H]N([H])C1(C#N)C([H])([H])C2([H])OC21[H],0.24787662,0.27600061,0.00621551,0.05531749,0.23225687,0.25175173,0.00288695,0.0349441,0.23225687,0.25175173,0.00288695,0.0349441,0.24257127,0.26944238,0.0056,0.0421
[H]C1([H])OC2([H])C3([H])OC1([H])C23[H],0.23208918,0.24787874,0.00264273,0.00694384,0.24560653,0.26473744,0.00242728,0.00396576,0.24560653,0.26473744,0.00242728,0.00396576,0.24153862,0.26132813,0.0026,0.0043
[H]N=C(OC([H])=O)C([H])([H])C#N,0.21074255,0.2341712,0.00157364,0.00504673,0.20173764,0.22390269,0.00189824,0.00314846,0.20173764,0.22390269,0.00189824,0.00314846,0.20265048,0.22671394,0.0015,0.0034
[H]C([H])([H])C12C3([H])N4C3([H])C([H])([H])C1([H])C42[H],0.24615867,0.25602372,0.00908679,0.00042708,0.2605645,0.2699782,0.00644308,0.00349986,0.2605645,0.2699782,0.00644308,0.00349986,0.25253401,0.26424235,0.0054,0.0017
[H]C(=O)C1(C([H])([H])C#N)OC1([H])[H],0.16121868,0.24449682,0.00019379,0.01739346,0.15458448,0.22594139,0.00012569,0.00868625,0.15458448,0.22594139,0.00012569,0.00868625,0.15589799,0.24473948,0.0002,0.0095
[H]OC1(C([H])=O)C(=O)N([H])C1([H])[H],0.16925119,0.19941995,0.00343249,0.04481973,0.16380121,0.18134251,0.00861091,0.04017439,0.16380121,0.18134251,0.00861091,0.04017439,0.16504122,0.19539616,0.0019,0.0323
[H]OC1([H])C2([H])C([H])([H])C1(C#N)C2([H])[H],0.2712575,0.29539059,0.00173979,0.00088849,0.26873424,0.27738454,0.00023833,0.00621616,0.26873424,0.27738454,0.00023833,0.00621616,0.26699855,0.27054118,0.0,0.0011
[H]N([H])C([H])([H])C1(C#N)N([H])C([H])([H])C1([H])[H],0.24193315,0.25413347,0.00415722,0.00930596,0.22586488,0.24549019,0.00206711,0.00124439,0.22586488,0.24549019,0.00206711,0.00124439,0.2384627,0.24963449,0.0032,0.0096
[H]C([H])([H])C(=O)C12C([H])([H])C([H])(C1([H])[H])C2([H])[H],0.16071761,0.25691737,2.96e-06,0.02229285,0.15534094,0.26761896,4.94e-06,7.804e-05,0.15534094,0.26761896,4.94e-06,7.804e-05,0.15762888,0.27209936,0.0,0.0191
[H]OC12C([H])([H])C([H])(OC1([H])C([H])([H])[H])C2([H])[H],0.25148967,0.25765126,0.00703857,0.0103009,0.26602737,0.2721942,0.00684824,0.00413517,0.26602737,0.2721942,0.00684824,0.00413517,0.25774874,0.26831417,0.0004,0.0132
[H]C([H])([H])C12C([H])(C#N)OC1([H])C2([H])[H],0.22868946,0.26594099,0.01158556,0.00699844,0.21992788,0.2549152,0.01011928,0.00488448,0.21992788,0.2549152,0.01011928,0.00488448,0.22938194,0.26408433,0.011,0.002
[H]C([H])([H])C1([H])C([H])([H])C1(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.28370713,0.29599867,0.02333383,0.0096197,0.29000158,0.30254001,0.02389144,0.00517363,0.29000158,0.30254001,0.02389144,0.00517363,0.28320133,0.29586514,0.0202,0.0053
[H]N([H])C(=O)N([H])C(=O)N([H])C([H])([H])[H],0.22645036,0.23911527,0.00032798,0.01252049,0.21902929999999995,0.23310924,6.447e-05,0.00597436,0.21902929999999995,0.23310924,6.447e-05,0.00597436,0.22121624,0.23425122,0.0001,0.0057
[H]C1([H])N2C3([H])C(=O)C1([H])C2([H])C3([H])[H],0.15721325,0.22077481,0.0005038,0.01243636,0.15240653,0.21222513,0.00013435,0.0069714,0.15240653,0.21222513,0.00013435,0.0069714,0.15641248,0.22781274,0.0,0.0078
[H]C([H])([H])C#CC([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.26266961,0.26560939,0.00497141,0.00376108,0.23885792,0.2478283,0.00061909,0.02533232,0.23885792,0.2478283,0.00061909,0.02533232,0.23654438,0.248973,0.0005,0.006
[H]OC([H])([H])C1([H])OC(=O)C1([H])C([H])([H])[H],0.22415402,0.28126433,0.00063972,0.06183436,0.21724581,0.26232321,0.00118085,0.01248155,0.21724581,0.26232321,0.00118085,0.01248155,0.21714441,0.28377094,0.0007,0.0172
[H]C1([H])OC2([H])C([H])([H])C3([H])OC1([H])C23[H],0.26118942,0.26635542,0.00135217,0.00727546,0.27312786,0.27628886,0.00187579,0.00900711,0.27312786,0.27628886,0.00187579,0.00900711,0.27191193,0.27782857,0.0001,0.0104
[H]N=c1nc([H])c([H])c(N([H])[H])o1,0.15132156,0.17870149,0.18882845,0.00167234,0.15679017,0.17422441,0.14302775,0.00129261,0.15679017,0.17422441,0.14302775,0.00129261,0.15697474,0.18036201,0.1684,0.0014
[H]C1=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C1[H],0.18940581,0.20228326,0.15322719,0.00868806,0.1761241,0.17888999,0.12483711,0.00720277,0.1761241,0.17888999,0.12483711,0.00720277,0.17611012,0.19444803,0.1313,0.0077
[H]C1=C([H])C([H])([H])OC([H])(C([H])([H])[H])C1=O,0.13363834,0.20471731,0.00041921,0.01999937,0.12549917,0.18751503,0.00032944,0.02023059,0.12549917,0.18751503,0.00032944,0.02023059,0.13541391,0.20665616,0.0005,0.0556
[H]N(C([H])(C#N)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.23535612,0.24700427,0.01270827,0.00960598,0.22572277,0.24131133,0.00426284,0.00606797,0.22572277,0.24131133,0.00426284,0.00606797,0.23390946,0.24451164,0.008,0.0094
[H]c1nc(C(=O)C([H])([H])[H])oc1[H],0.14802558,0.19845619,4.835e-05,0.28025248,0.13755998,0.19397307,9.26e-06,0.28054279,0.13755998,0.19397307,9.26e-06,0.28054279,0.14402428,0.19435248,0.0,0.2892
[H]N1C2([H])C([H])([H])C3([H])OC([H])([H])C3([H])C12[H],0.24502223,0.25987775,0.00278127,0.00556865,0.25383324,0.26670957,0.00123857,0.01586274,0.25383324,0.26670957,0.00123857,0.01586274,0.24752141,0.26944973,0.003,0.003
[H]C1([H])OC(=O)OC1([H])C#N,0.2705213,0.29278378,0.00024777,0.00313062,0.25822613,0.26960334,0.00049386,0.00237326,0.25822613,0.26960334,0.00049386,0.00237326,0.25956049,0.26642893,0.0001,0.0011
[H]c1c(C#N)c([H])n(C([H])([H])[H])c1[H],0.22239833,0.23082176,0.01310234,0.15989839,0.21850177,0.22689061,0.04763688,0.13941273,0.21850177,0.22689061,0.04763688,0.13941273,0.21692392,0.22646772,0.1077,0.0537
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])(C#N)O[H],0.27908002,0.3058171,0.01448102,0.00172836,0.26996324,0.27699069,0.00470273,0.00198446,0.26996324,0.27699069,0.00470273,0.00198446,0.26563882,0.27036846,0.0001,0.0018
[H]OC([H])([H])C([H])(O[H])C([H])([H])OC([H])=O,0.22034261,0.2708262,0.00172066,0.00448419,0.21397264,0.26739895,0.00199873,0.03772631,0.21397264,0.26739895,0.00199873,0.03772631,0.21239273,0.26975842,0.0016,0.0032
[H]OC1(C([H])([H])[H])C([H])([H])C2([H])N([H])C2([H])C1([H])[H],0.24756765,0.26759324,0.0078959,0.01501482,0.2585781,0.28240475,0.00528581,0.00691082,0.2585781,0.28240475,0.00528581,0.00691082,0.24881866,0.27004507,0.006,0.0104
[H]C#CC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])O[H],0.26034013,0.26648918,0.00082636,0.00991969,0.24199795,0.25228402,0.00111958,0.00255943,0.24199795,0.25228402,0.00111958,0.00255943,0.23735287,0.24610288,0.0002,0.0043
[H]OC1([H])C([H])=C2C([H])([H])C([H])([H])C2([H])C1([H])[H],0.24051335,0.25430254,0.18630637,0.04254974,0.22958323,0.24287044,0.15262063,0.05489095,0.22958323,0.24287044,0.15262063,0.05489095,0.23132965,0.25486025,0.222,0.0145
[H]N([H])c1nc(OC([H])([H])[H])n([H])n1,0.23471397,0.24108431,0.01371038,0.00330979,0.23948035,0.24751533,0.08915310000000001,0.01634679,0.23948035,0.24751533,0.08915310000000001,0.01634679,0.23304952,0.23832305,0.0164,0.0018
[H]OC1([H])C(=O)C([H])([H])C1([H])[H],0.16446491,0.23934969,0.00027108,0.02018402,0.15892493,0.21526966,0.00031798,0.01298902,0.15892493,0.21526966,0.00031798,0.01298902,0.16027483,0.23452317,0.0003,0.0164
[H]C1([H])OC2([H])C(=O)OC2([H])C1([H])[H],0.20591691,0.27085025,0.00127454,0.02378249,0.19719802,0.25741857,0.00212828,0.00098095,0.19719802,0.25741857,0.00212828,0.00098095,0.20038305,0.26910061,0.0011,0.0031
[H]C#CC(=O)C([H])(O[H])C([H])([H])[H],0.15911634,0.21033252,0.00019281,0.03770705,0.15113654,0.17207812,0.00018419,0.02973448,0.15113654,0.17207812,0.00018419,0.02973448,0.15628753,0.18510268,0.0002,0.0002
[H]C(=O)C([H])([H])C1([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.16198971,0.21957923,0.00020099,0.00062757,0.156176,0.17786336,0.00025644,0.00012389,0.156176,0.17786336,0.00025644,0.00012389,0.1568351,0.20934253,0.0001,0.0004
[H]ON=C1C2([H])N3C1([H])C3([H])C2([H])[H],0.2247111,0.23817367,0.17279365,0.10701218,0.22148108,0.23409448,0.05502651,0.1722187,0.22148108,0.23409448,0.05502651,0.1722187,0.22657429,0.2383451,0.0781,0.1792
[H]OC([H])([H])C([H])([H])C([H])(O[H])C([H])=O,0.17188248,0.26953804,0.00017973,0.00130358,0.16741141,0.2091065,0.00013905,0.02557086,0.16741141,0.2091065,0.00013905,0.02557086,0.16714328,0.23267835,0.0001,0.0343
[H]C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],0.27059698,0.27208112,0.00621767,0.03579431,0.2446989,0.25506494,0.00011392,0.00969679,0.2446989,0.25506494,0.00011392,0.00969679,0.24212661,0.25109712,0.0,0.0068
[H]C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C12[H],0.27917599,0.28915391,0.01148078,0.01389295,0.2853776,0.30021562,0.0051808,0.01646451,0.2853776,0.30021562,0.0051808,0.01646451,0.27807847,0.2898309,0.0044,0.0148
[H]N(c1nn([H])c(=O)n1[H])C([H])([H])[H],0.21309323,0.23464387,0.00733981,0.07875235,0.2238378,0.24094651,0.02543837,0.09777817,0.2238378,0.24094651,0.02543837,0.09777817,0.21587656,0.23484656,0.0085,0.0502
[H]c1c([H])n([H])c2c([H])c([H])n([H])c12,0.21345311,0.21628963,1e-08,0.00143775,0.20769046,0.21660748,0.36085219,0.0873405,0.20769046,0.21660748,0.36085219,0.0873405,0.203176,0.21023187,0.3854,0.0
[H]N([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.21156339,0.26046721,0.00072319,0.0306695,0.20826631,0.27203685,0.00108898,0.01886661,0.20826631,0.27203685,0.00108898,0.01886661,0.20873249,0.27165469,0.0006,0.0306
[H]OC1([H])C(=NC([H])([H])[H])N([H])C1([H])C([H])([H])[H],0.22988665,0.24192072,0.01748989,0.02045455,0.22175855,0.25251841,0.00464172,0.10311124,0.22175855,0.25251841,0.00464172,0.10311124,0.22485442,0.24235078,0.0067,0.0228
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C12C([H])([H])OC2([H])[H],0.25078349,0.27027892,0.00072217,0.03890938,0.26546871,0.28065589,0.00425564,0.03908867,0.26546871,0.28065589,0.00425564,0.03908867,0.25852048,0.27922872,0.0001,0.0429
[H]C([H])([H])OC1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.26760942,0.29234784,0.02319826,0.00632057,0.27851748,0.29857646,0.02016925,0.01134815,0.27851748,0.29857646,0.02016925,0.01134815,0.2739258,0.29185579,0.0204,0.0045
[H]OC1([H])C([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26379632,0.28604826,0.00729094,0.01962455,0.27834696,0.29522642,0.00263722,0.01842297,0.27834696,0.29522642,0.00263722,0.01842297,0.26255923,0.28425603,0.0038,0.0189
[H]C(=O)N([H])C([H])([H])C(=O)C([H])([H])[H],0.17674952,0.21584629,5.928e-05,0.00142504,0.17204616,0.20249831,4.845e-05,0.00790497,0.17204616,0.20249831,4.845e-05,0.00790497,0.17292028,0.21005179,0.0,0.0015
[H]N=C([H])OC1([H])C([H])([H])C1([H])C#N,0.23444473,0.27033037,0.00198949,0.20444222,0.22562958,0.25551263,0.00146678,0.00483072,0.22562958,0.25551263,0.00146678,0.00483072,0.22657062,0.25736288,0.0013,0.0039
[H]OC1([H])C([H])([H])C2([H])N3C1([H])C([H])([H])C32[H],0.25548625,0.26361839,0.00361814,0.00400304,0.25994771,0.27770831,0.00654845,0.00038435,0.25994771,0.27770831,0.00654845,0.00038435,0.26290835,0.26542935,0.0022,0.0031
[H]C([H])([H])C12OC3([H])C([H])(C([H])([H])C1([H])[H])C32[H],0.24793994,0.25781965,0.00826761,0.00537314,0.26148657,0.27702612,0.0025891,0.00486873,0.26148657,0.27702612,0.0025891,0.00486873,0.26027710000000004,0.27255137,0.0026,0.006999999999999999
[H]OC([H])(C([H])=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.17145931,0.24029875,0.00043658,0.05312727,0.16698179,0.20717427,0.00041273,0.0336881,0.16698179,0.20717427,0.00041273,0.0336881,0.16688236,0.23040725,0.0003,0.0436
[H]c1nc(=O)nc(N([H])[H])n1[H],0.17217369,0.18786679,0.00209531,0.00332961,0.16590519,0.1795984,0.00156474,0.00316545,0.16590519,0.1795984,0.00156474,0.00316545,0.17409993,0.1881492,0.0026,0.0024
[H]C([H])([H])C1([H])OC([H])([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.2641135,0.28645479,0.02122027,0.0064363,0.27397616,0.29833573,0.01692424,0.01010896,0.27397616,0.29833573,0.01692424,0.01010896,0.27474531,0.29737554,0.022,0.0055
[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1=O,0.16116378,0.16819752,0.00155796,1.6800000000000002e-05,0.15642283,0.16251636,0.0015904000000000005,1.282e-05,0.15642283,0.16251636,0.0015904000000000005,1.282e-05,0.15939652,0.16420334,0.0004,0.0
[H]C#CC([H])(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.26258724,0.27094643,0.00305759,0.01350368,0.24091494,0.25646978,0.001413,0.00800719,0.24091494,0.25646978,0.001413,0.00800719,0.235633,0.25014163,0.0003,0.0046
[H]C(=O)C1([H])OC([H])([H])OC1([H])[H],0.16091272,0.25187343,1.626e-05,0.00530579,0.15401586,0.2158462,3.862e-05,0.00530087,0.15401586,0.2158462,3.862e-05,0.00530087,0.1551777,0.24176646,0.0,0.0054
[H]C([H])([H])C1([H])OC2(C([H])([H])[H])C([H])([H])C([H])([H])C12[H],0.25637542,0.26064168,0.00414642,0.00653687,0.26919318,0.27764918,0.00190342,0.00357861,0.26919318,0.27764918,0.00190342,0.00357861,0.2696151,0.27673344,0.0018,0.0065
[H]C1=C2C([H])([H])OC2([H])C([H])(C([H])([H])[H])C1([H])[H],0.22059013,0.2399816,0.004928899999999999,0.12616395,0.21878411,0.2368205,0.03264575,0.09655057,0.21878411,0.2368205,0.03264575,0.09655057,0.22568496,0.24271459,0.1198,0.0279
[H]c1c(C#CC([H])([H])[H])nn([H])c1[H],0.22218285,0.23856735,0.17099416,0.16824131,0.21113496,0.21195207,4.69e-06,0.26766172,0.21113496,0.21195207,4.69e-06,0.26766172,0.21163569,0.21441394,0.2646,0.0
[H]OC([H])([H])c1oc([H])c([H])c1C([H])([H])[H],0.23086304,0.23935479,0.23636111,0.01082045,0.22295293,0.24330664,0.22542714,0.00549895,0.22295293,0.24330664,0.22542714,0.00549895,0.21672915,0.24248675,0.2172,0.0111
[H]OC12C3([H])N4C3([H])C1(O[H])C42[H],0.20786461,0.22961052,0.0032309,-2.37e-06,0.22536293,0.23399199,0.00087144,0.00302398,0.22536293,0.23399199,0.00087144,0.00302398,0.21717014,0.23177432,0.0015,0.0009
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C12N([H])C2([H])[H],0.25274301,0.25872497,0.03745059,0.01780159,0.25963101,0.26821188,0.03386037,0.01177441,0.25963101,0.26821188,0.03386037,0.01177441,0.25794719,0.25935101,0.025,0.0166
[H]C1([H])C([H])([H])C2([H])OC1([H])C2([H])[H],0.26674774,0.28046923,0.01853168,0.00156233,0.28552213,0.30181813,0.00810513,0.00924145,0.28552213,0.30181813,0.00810513,0.00924145,0.28127566,0.29531023,0.0067,0.0106
[H]C1([H])OC12C([H])([H])C1(C([H])([H])C1([H])[H])C2([H])[H],0.3021409,0.31073925,0.03102666,0.00034869,0.28130728,0.30789911,9.813e-05,0.00669405,0.28130728,0.30789911,9.813e-05,0.00669405,0.28644629,0.30026036,0.0003,0.0243
[H]OC([H])([H])C(F)(F)F,0.27840363,0.35758758,0.00108279,0.0040152,0.28694453,0.35338666,0.00047786,0.06339318,0.28694453,0.35338666,0.00047786,0.06339318,0.27280494,0.34494019,0.0005,0.0028
[H]N1C2([H])C3([H])OC([H])([H])C([H])(C3([H])[H])C12[H],0.24502357,0.26854681,0.00666716,0.00704877,0.25790748,0.27796827,0.00619712,0.00513376,0.25790748,0.27796827,0.00619712,0.00513376,0.24669455,0.28248104,0.0048,0.0075
[H]C(=O)OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],0.21899836,0.28447272,0.00100967,0.28344238,0.21389387,0.25309947,0.00119636,0.00012719,0.21389387,0.25309947,0.00119636,0.00012719,0.21128657,0.26457677,0.0011,0.2629
[H]C([H])([H])C1([H])C2([H])C3([H])OC([H])([H])C2([H])C31[H],0.26783679,0.27777451,0.00062096,0.00214851,0.28799668,0.29633162,1.73e-06,0.00701037,0.28799668,0.29633162,1.73e-06,0.00701037,0.2804782,0.29013225,0.0031,0.0003
[H]C1(C#N)OC1([H])C#N,0.26565919,0.27521266,0.02767005,0.00507463,0.24909485,0.2525559,0.04011075,0.00125061,0.24909485,0.2525559,0.04011075,0.00125061,0.25309995,0.25646252,0.002,0.0501
[H]OC1([H])C([H])([H])C2(C([H])([H])[H])OC1([H])C2([H])[H],0.26323319,0.27665309,0.0212353,0.00719534,0.27848691,0.29392613,0.00991791,0.01283378,0.27848691,0.29392613,0.00991791,0.01283378,0.27489598,0.29101423,0.0115,0.0137
[H]C([H])([H])C(=O)C1([H])C([H])([H])C2([H])OC21[H],0.16243461,0.25033392,0.00016241,0.07306946,0.15785612,0.23512259,0.00016876,0.0461135,0.15785612,0.23512259,0.00016876,0.0461135,0.15970522,0.25554746,0.0001,0.064
[H]C([H])([H])C(=O)C(=O)C(=O)C([H])([H])[H],0.10182609,0.14512868,0.0003571,0.00089786,0.09003045,0.13646447,9.951e-05,0.00095445,0.09003045,0.13646447,9.951e-05,0.00095445,0.09860946,0.14198837,0.0001,0.0005
[H]Oc1c([H])c([H])n2c1C([H])([H])C2([H])[H],0.20670746,0.21396106,0.00046905,0.07554746,0.21981166,0.22025738,0.05274166,0.02933762,0.21981166,0.22025738,0.05274166,0.02933762,0.20491424,0.21716279,0.0004,0.0974
[H]N=C1OC2([H])C([H])([H])C2([H])O1,0.27535444,0.28424714,0.0074729,0.00748602,0.27315761,0.27667692,0.00871515,0.01146036,0.27315761,0.27667692,0.00871515,0.01146036,0.27342601,0.27674079,0.0089,0.0063
[H]c1nn2c(c1N([H])[H])C([H])([H])C2([H])[H],0.1998695,0.20884357,0.00705605,0.07322354,0.20991191,0.21573252,0.083821,0.01305115,0.20991191,0.21573252,0.083821,0.01305115,0.1977077,0.21201421,0.0069,0.0909
[H]OC([H])([H])C1([H])OC([H])(C([H])([H])[H])C1=O,0.16228039,0.21139173,0.00041954,0.00406891,0.15562399,0.20017203,0.00053473,0.00703415,0.15562399,0.20017203,0.00053473,0.00703415,0.15705192,0.22010273,0.0003,0.0075
[H]N1C2([H])C(=O)C1(C([H])([H])C([H])([H])[H])C2([H])[H],0.18883455,0.23086225,7.393e-05,0.0014438,0.18283741,0.21160106,5.271e-05,0.00061547,0.18283741,0.21160106,5.271e-05,0.00061547,0.18214803,0.22798546,0.0,0.0015
[H]N1C2([H])C1([H])C1([H])C([H])([H])C21[H],0.22404848,0.25551603,0.00273371,0.00911518,0.23327916,0.24611606,0.00206212,0.00138778,0.23327916,0.24611606,0.00206212,0.00138778,0.22558573,0.24167826,0.0024,0.0004
[H]C([H])([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.16368193,0.25992122,0.00083892,0.03684591,0.15891871,0.24193698,0.00090732,0.00874755,0.15891871,0.24193698,0.00090732,0.00874755,0.16060558,0.26207781,0.0007,0.0096
[H]c1nnnnc1C([H])([H])C([H])([H])[H],0.11829179,0.12887435,0.00524468,6.185e-05,0.11254937,0.12390179,0.00556461,6.927e-05,0.11254937,0.12390179,0.00556461,6.927e-05,0.12295589,0.1360019,0.0059,0.0001
[H]OC1([H])C([H])([H])OC12C([H])([H])C2([H])C([H])([H])[H],0.24145724,0.25289646,0.01256743,0.01194045,0.25178296,0.26097628,0.02220206,0.00801358,0.25178296,0.26097628,0.02220206,0.00801358,0.24946545,0.25903864,0.0125,0.0097
[H]N=C1OC([H])([H])C12OC([H])([H])C2([H])[H],0.22948786,0.25063211,0.00282673,0.01117221,0.22007406,0.24234935,0.00361936,0.00666979,0.22007406,0.24234935,0.00361936,0.00666979,0.22671026,0.24954629,0.0031,0.0072
[H]C1([H])N2C([H])([H])C3([H])OC1([H])C([H])([H])C23[H],0.2376421,0.2529513,0.00658779,0.00032853,0.25268248,0.26299887,0.00366137,0.00041045,0.25268248,0.26299887,0.00366137,0.00041045,0.24968962,0.26254453,0.0045,0.0001
[H]C#CC([H])([H])C1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.27126435,0.28287384,2.479e-05,0.00677319,0.24981706,0.26044735,3.862e-05,0.00358614,0.24981706,0.26044735,3.862e-05,0.00358614,0.24295714,0.2521408,0.0,0.0019
[H]OC([H])(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.26743289,0.30801817,0.01351938,0.00110708,0.28070524,0.30657941,0.00307369,0.00687612,0.28070524,0.30657941,0.00307369,0.00687612,0.26929171,0.30345388,0.0091,0.0086
[H]C1=C([H])C2([H])N3C1([H])C([H])=C([H])C32[H],0.18323563,0.19613779,0.03871137,0.04043401,0.17899705,0.19034619,0.03379879,0.03279781,0.17899705,0.19034619,0.03379879,0.03279781,0.18953832,0.19812664,0.0412,0.0243
[H]OC([H])([H])C1([H])C([H])([H])C1([H])[H],0.26508390000000004,0.31902173,0.00138493,0.03443781,0.27672215,0.31568554,0.00477651,0.02244831,0.27672215,0.31568554,0.00477651,0.02244831,0.26201534,0.31232517,0.0014,0.0271
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.27695147,0.28552401,0.02949371,0.00730931,0.28743013,0.28899516,0.00994516,0.02005255,0.28743013,0.28899516,0.00994516,0.02005255,0.28163213,0.28270889,0.0082,0.021
[H]N1C([H])([H])C12C([H])([H])C([H])(OC([H])([H])[H])C2([H])[H],0.25469367,0.27044101,0.00986037,0.02455652,0.26771463,0.27637607,0.00441943,0.02725068,0.26771463,0.27637607,0.00441943,0.02725068,0.25500724,0.27738023,0.0086,0.0242
[H]OC([H])(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.17175392,0.23919376,0.00023114,0.03546648,0.16851677,0.20825602,0.0002126,0.02468641,0.16851677,0.20825602,0.0002126,0.02468641,0.16976718,0.23458564,0.0002,0.0303
[H]OC1([H])C2([H])C([H])([H])C([H])(C2([H])[H])C1([H])C([H])([H])[H],0.25931372,0.30341690000000004,0.00275851,0.02871923,0.27246689,0.30871605,0.00266421,0.02155504,0.27246689,0.30871605,0.00266421,0.02155504,0.26057844,0.306177,0.002,0.0213
[H]OC([H])([H])c1nc([H])nnc1[H],0.12002672,0.19569642,0.0053952,0.07197001,0.11301709,0.14620037,0.00518603,0.00013194,0.11301709,0.14620037,0.00518603,0.00013194,0.12305144,0.15999186,0.0052,0.0002
[H]Oc1c([H])c([H])c([H])n1[H],0.20717517,0.22933470000000006,0.00019631,0.0018415,0.21295717,0.22958032,0.00031072,0.00080629,0.21295717,0.22958032,0.00031072,0.00080629,0.19843533,0.22102882,0.0004,0.0016
[H]N(C([H])([H])[H])C([H])(C#N)C#N,0.24193142,0.26991664,0.01164993,0.00858725,0.21826584,0.23823519,0.01008413,0.00236094,0.21826584,0.23823519,0.01008413,0.00236094,0.23299807,0.25608400000000003,0.0111,0.0013
[H]OC([H])(C(=O)C([H])([H])[H])C1([H])N([H])C1([H])[H],0.17612993,0.24086186,0.00016867,0.00221527,0.16999408,0.19562866,0.0001533,0.00028864,0.16999408,0.19562866,0.0001533,0.00028864,0.17305992,0.23036682,0.0001,0.0014
[H]C([H])([H])C12C([H])([H])C(=O)C([H])(C1([H])[H])C2([H])[H],0.16818987,0.25719662,0.00013616,0.02403293,0.16306272,0.26995398,9.518e-05,0.01636864,0.16306272,0.26995398,9.518e-05,0.01636864,0.16456715,0.26966287,0.0001,0.0182
[H]N1C([H])([H])C([H])([H])C1(C#N)C#N,0.23297427,0.26052084,0.019995500000000003,0.00026826,0.21353955,0.23353828,0.01300051,0.00015608,0.21353955,0.23353828,0.01300051,0.00015608,0.22701161,0.2521261,0.0161,0.0002
[H]C1([H])C2([H])C(=O)C3([H])C1([H])C23[H],0.18482474,0.25797567,0.00024394,0.04901366,0.17925677,0.25316758,0.00027926,0.0314166,0.17925677,0.25316758,0.00027926,0.0314166,0.17999085,0.25768627,0.0002,0.0449
[H]C1([H])C([H])([H])C2([H])C3([H])OC2([H])C13[H],0.23605778,0.26889493,0.00080176,0.01424717,0.25942772,0.2885207,0.00022773,0.00716535,0.25942772,0.2885207,0.00022773,0.00716535,0.25328738,0.28525561,0.0004,0.0098
[H]c1oc([H])c(C([H])([H])[H])c1[H],0.2409608,0.25193122,0.09490349,0.06368953,0.23906420000000006,0.25425783,0.1283424,0.01385326,0.23906420000000006,0.25425783,0.1283424,0.01385326,0.22902915,0.25333515,0.1353,0.0042
[H]N=c1oc([H])c(F)nc1[H],0.14507147,0.16668307,0.11189491,0.00138948,0.1411896,0.15421088,0.09696229,0.00060637,0.1411896,0.15421088,0.09696229,0.00060637,0.14332604,0.16262311,0.1108,0.0014
